Age,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101
25,0.0103375310621648,0.0102548308136675,0.0101721305651702,0.0100894303166729,0.0100067300681756,0.00992402981967827,0.00984132957118095,0.00975862932268362,0.0096759290741863,0.00959322882568897,0.00951052857719167,0.00942782832869435,0.00934512808019702,0.0092624278316997,0.0091797275832024,0.00909702733470508,0.00901432708620775,0.00893162683771043,0.0088489265892131,0.0087662263407158,0.00868352609221848,0.00860082584372115,0.00851812559522383,0.00843542534672653,0.00835272509822921,0.00827002484973188,0.00818732460123456,0.00810462435273723,0.00802192410423994,0.00793922385574261,0.00785652360724529,0.00777382335874796,0.00769112311025066,0.00760842286175334,0.00752572261325601,0.00744302236475869,0.00736032211626136,0.00727762186776407,0.00719492161926674,0.00711222137076942,0.00702952112227209,0.00694682087377479,0.00686412062527747,0.00678142037678015,0.00669872012828282,0.0066160198797855,0.0065333196312882,0.00645061938279087,0.00636791913429355,0.00628521888579622,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989
26,0.0103375310621648,0.0102548308136675,0.0101721305651702,0.0100894303166729,0.0100067300681756,0.00992402981967827,0.00984132957118095,0.00975862932268362,0.0096759290741863,0.00959322882568897,0.00951052857719167,0.00942782832869435,0.00934512808019702,0.0092624278316997,0.0091797275832024,0.00909702733470508,0.00901432708620775,0.00893162683771043,0.0088489265892131,0.0087662263407158,0.00868352609221848,0.00860082584372115,0.00851812559522383,0.00843542534672653,0.00835272509822921,0.00827002484973188,0.00818732460123456,0.00810462435273723,0.00802192410423994,0.00793922385574261,0.00785652360724529,0.00777382335874796,0.00769112311025066,0.00760842286175334,0.00752572261325601,0.00744302236475869,0.00736032211626136,0.00727762186776407,0.00719492161926674,0.00711222137076942,0.00702952112227209,0.00694682087377479,0.00686412062527747,0.00678142037678015,0.00669872012828282,0.0066160198797855,0.0065333196312882,0.00645061938279087,0.00636791913429355,0.00628521888579622,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989
27,0.0103375310621648,0.0102548308136675,0.0101721305651702,0.0100894303166729,0.0100067300681756,0.00992402981967827,0.00984132957118095,0.00975862932268362,0.0096759290741863,0.00959322882568897,0.00951052857719167,0.00942782832869435,0.00934512808019702,0.0092624278316997,0.0091797275832024,0.00909702733470508,0.00901432708620775,0.00893162683771043,0.0088489265892131,0.0087662263407158,0.00868352609221848,0.00860082584372115,0.00851812559522383,0.00843542534672653,0.00835272509822921,0.00827002484973188,0.00818732460123456,0.00810462435273723,0.00802192410423994,0.00793922385574261,0.00785652360724529,0.00777382335874796,0.00769112311025066,0.00760842286175334,0.00752572261325601,0.00744302236475869,0.00736032211626136,0.00727762186776407,0.00719492161926674,0.00711222137076942,0.00702952112227209,0.00694682087377479,0.00686412062527747,0.00678142037678015,0.00669872012828282,0.0066160198797855,0.0065333196312882,0.00645061938279087,0.00636791913429355,0.00628521888579622,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989
28,0.0103375310621648,0.0102548308136675,0.0101721305651702,0.0100894303166729,0.0100067300681756,0.00992402981967827,0.00984132957118095,0.00975862932268362,0.0096759290741863,0.00959322882568897,0.00951052857719167,0.00942782832869435,0.00934512808019702,0.0092624278316997,0.0091797275832024,0.00909702733470508,0.00901432708620775,0.00893162683771043,0.0088489265892131,0.0087662263407158,0.00868352609221848,0.00860082584372115,0.00851812559522383,0.00843542534672653,0.00835272509822921,0.00827002484973188,0.00818732460123456,0.00810462435273723,0.00802192410423994,0.00793922385574261,0.00785652360724529,0.00777382335874796,0.00769112311025066,0.00760842286175334,0.00752572261325601,0.00744302236475869,0.00736032211626136,0.00727762186776407,0.00719492161926674,0.00711222137076942,0.00702952112227209,0.00694682087377479,0.00686412062527747,0.00678142037678015,0.00669872012828282,0.0066160198797855,0.0065333196312882,0.00645061938279087,0.00636791913429355,0.00628521888579622,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989
29,0.0103375310621648,0.0102548308136675,0.0101721305651702,0.0100894303166729,0.0100067300681756,0.00992402981967827,0.00984132957118095,0.00975862932268362,0.0096759290741863,0.00959322882568897,0.00951052857719167,0.00942782832869435,0.00934512808019702,0.0092624278316997,0.0091797275832024,0.00909702733470508,0.00901432708620775,0.00893162683771043,0.0088489265892131,0.0087662263407158,0.00868352609221848,0.00860082584372115,0.00851812559522383,0.00843542534672653,0.00835272509822921,0.00827002484973188,0.00818732460123456,0.00810462435273723,0.00802192410423994,0.00793922385574261,0.00785652360724529,0.00777382335874796,0.00769112311025066,0.00760842286175334,0.00752572261325601,0.00744302236475869,0.00736032211626136,0.00727762186776407,0.00719492161926674,0.00711222137076942,0.00702952112227209,0.00694682087377479,0.00686412062527747,0.00678142037678015,0.00669872012828282,0.0066160198797855,0.0065333196312882,0.00645061938279087,0.00636791913429355,0.00628521888579622,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989,0.0062025186372989
30,0.0164055238176636,0.0162742796271223,0.016143035436581,0.0160117912460397,0.0158805470554984,0.0157493028649571,0.0156180586744157,0.0154868144838745,0.0153555702933331,0.0152243261027918,0.0150930819122505,0.0149618377217092,0.0148305935311679,0.0146993493406266,0.0145681051500853,0.014436860959544,0.0143056167690027,0.0141743725784614,0.01404312838792,0.0139118841973787,0.0137806400068374,0.0136493958162961,0.0135181516257548,0.0133869074352135,0.0132556632446722,0.0131244190541309,0.0129931748635896,0.0128619306730482,0.012730686482507,0.0125994422919656,0.0124681981014244,0.012336953910883,0.0122057097203417,0.0120744655298004,0.0119432213392591,0.0118119771487178,0.0116807329581765,0.0115494887676352,0.0114182445770939,0.0112870003865526,0.0111557561960113,0.0110245120054699,0.0108932678149287,0.0107620236243873,0.010630779433846,0.0104995352433047,0.0103682910527634,0.0102370468622221,0.0101058026716808,0.00997455848113948,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815
31,0.0164055238176636,0.0162742796271223,0.016143035436581,0.0160117912460397,0.0158805470554984,0.0157493028649571,0.0156180586744157,0.0154868144838745,0.0153555702933331,0.0152243261027918,0.0150930819122505,0.0149618377217092,0.0148305935311679,0.0146993493406266,0.0145681051500853,0.014436860959544,0.0143056167690027,0.0141743725784614,0.01404312838792,0.0139118841973787,0.0137806400068374,0.0136493958162961,0.0135181516257548,0.0133869074352135,0.0132556632446722,0.0131244190541309,0.0129931748635896,0.0128619306730482,0.012730686482507,0.0125994422919656,0.0124681981014244,0.012336953910883,0.0122057097203417,0.0120744655298004,0.0119432213392591,0.0118119771487178,0.0116807329581765,0.0115494887676352,0.0114182445770939,0.0112870003865526,0.0111557561960113,0.0110245120054699,0.0108932678149287,0.0107620236243873,0.010630779433846,0.0104995352433047,0.0103682910527634,0.0102370468622221,0.0101058026716808,0.00997455848113948,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815
32,0.0164055238176636,0.0162742796271223,0.016143035436581,0.0160117912460397,0.0158805470554984,0.0157493028649571,0.0156180586744157,0.0154868144838745,0.0153555702933331,0.0152243261027918,0.0150930819122505,0.0149618377217092,0.0148305935311679,0.0146993493406266,0.0145681051500853,0.014436860959544,0.0143056167690027,0.0141743725784614,0.01404312838792,0.0139118841973787,0.0137806400068374,0.0136493958162961,0.0135181516257548,0.0133869074352135,0.0132556632446722,0.0131244190541309,0.0129931748635896,0.0128619306730482,0.012730686482507,0.0125994422919656,0.0124681981014244,0.012336953910883,0.0122057097203417,0.0120744655298004,0.0119432213392591,0.0118119771487178,0.0116807329581765,0.0115494887676352,0.0114182445770939,0.0112870003865526,0.0111557561960113,0.0110245120054699,0.0108932678149287,0.0107620236243873,0.010630779433846,0.0104995352433047,0.0103682910527634,0.0102370468622221,0.0101058026716808,0.00997455848113948,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815
33,0.0164055238176636,0.0162742796271223,0.016143035436581,0.0160117912460397,0.0158805470554984,0.0157493028649571,0.0156180586744157,0.0154868144838745,0.0153555702933331,0.0152243261027918,0.0150930819122505,0.0149618377217092,0.0148305935311679,0.0146993493406266,0.0145681051500853,0.014436860959544,0.0143056167690027,0.0141743725784614,0.01404312838792,0.0139118841973787,0.0137806400068374,0.0136493958162961,0.0135181516257548,0.0133869074352135,0.0132556632446722,0.0131244190541309,0.0129931748635896,0.0128619306730482,0.012730686482507,0.0125994422919656,0.0124681981014244,0.012336953910883,0.0122057097203417,0.0120744655298004,0.0119432213392591,0.0118119771487178,0.0116807329581765,0.0115494887676352,0.0114182445770939,0.0112870003865526,0.0111557561960113,0.0110245120054699,0.0108932678149287,0.0107620236243873,0.010630779433846,0.0104995352433047,0.0103682910527634,0.0102370468622221,0.0101058026716808,0.00997455848113948,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815
34,0.0164055238176636,0.0162742796271223,0.016143035436581,0.0160117912460397,0.0158805470554984,0.0157493028649571,0.0156180586744157,0.0154868144838745,0.0153555702933331,0.0152243261027918,0.0150930819122505,0.0149618377217092,0.0148305935311679,0.0146993493406266,0.0145681051500853,0.014436860959544,0.0143056167690027,0.0141743725784614,0.01404312838792,0.0139118841973787,0.0137806400068374,0.0136493958162961,0.0135181516257548,0.0133869074352135,0.0132556632446722,0.0131244190541309,0.0129931748635896,0.0128619306730482,0.012730686482507,0.0125994422919656,0.0124681981014244,0.012336953910883,0.0122057097203417,0.0120744655298004,0.0119432213392591,0.0118119771487178,0.0116807329581765,0.0115494887676352,0.0114182445770939,0.0112870003865526,0.0111557561960113,0.0110245120054699,0.0108932678149287,0.0107620236243873,0.010630779433846,0.0104995352433047,0.0103682910527634,0.0102370468622221,0.0101058026716808,0.00997455848113948,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815,0.00984331429059815
35,0.0244000211452617,0.0242048209760997,0.0240096208069376,0.0238144206377754,0.0236192204686134,0.0234240202994513,0.0232288201302892,0.0230336199611271,0.022838419791965,0.0226432196228029,0.0224480194536408,0.0222528192844787,0.0220576191153166,0.0218624189461545,0.0216672187769924,0.0214720186078303,0.0212768184386682,0.0210816182695062,0.020886418100344,0.0206912179311819,0.0204960177620199,0.0203008175928578,0.0201056174236957,0.0199104172545336,0.0197152170853715,0.0195200169162094,0.0193248167470473,0.0191296165778852,0.0189344164087231,0.018739216239561,0.0185440160703989,0.0183488159012368,0.0181536157320747,0.0179584155629127,0.0177632153937505,0.0175680152245885,0.0173728150554264,0.0171776148862643,0.0169824147171022,0.0167872145479401,0.016592014378778,0.0163968142096159,0.0162016140404538,0.0160064138712917,0.0158112137021296,0.0156160135329675,0.0154208133638054,0.0152256131946433,0.0150304130254812,0.0148352128563191,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157,0.014640012687157
